p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512, , , , , ,0.5,0.5,16,cufft,-82.498,10.76284909248352,polaris-gpu,64,4,True,2,4
float,512,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,-81.44,12.515095949172974,polaris-gpu,64,4,True,3,4
float,512, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,-32.7775,21.579392671585083,polaris-gpu,64,4,True,5,4
float,512, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-34.8536,21.72728443145752,polaris-gpu,64,4,True,4,4
double,512,-reorder,-a2a,-p2p_pl, , ,0.13326999026271835,0.44509679821536874,16,cufft,-284.441,27.22286558151245,polaris-gpu,64,4,True,4,4
float,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,1.0,31.364755630493164,polaris-gpu,64,4,True,2,4
double,512, , ,-p2p_pl, ,-r2c_dir 1,0.2312095823296466,0.7110533022493617,2,cufft,-121.443,31.370795011520386,polaris-gpu,64,4,True,5,4
double,512,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,1.0,34.52009558677673,polaris-gpu,64,4,True,3,4
double,512,-no-reorder,-a2a,-p2p, , ,0.4319345069327204,0.4102830446624859,16,cufft,-143.63,37.66201710700989,polaris-gpu,64,4,True,2,4
double,512,-no-reorder,-a2av,-p2p_pl, , ,0.38753687180784735,0.4311010257915695,16,cufft,-302.929,38.7810001373291,polaris-gpu,64,4,True,3,4
float,512, ,-a2a,-p2p_pl, ,-r2c_dir 0,0.3764010361012742,0.4479077777913848,16,cufft,-114.847,43.490718603134155,polaris-gpu,64,4,True,2,4
double,512,-reorder,-a2a,-p2p_pl, , ,0.21252137305331276,0.4401023524638974,8,cufft,-70.9464,46.693774700164795,polaris-gpu,64,4,True,4,4
float,512,-no-reorder,-a2a,-p2p, , ,0.437886740661496,0.42732253060990755,16,cufft,-80.0514,53.73903799057007,polaris-gpu,64,4,True,2,4
double,512,-no-reorder,-a2a,-p2p, , ,0.07797134499172331,0.5242092299845005,16,cufft,-44.5972,53.818976640701294,polaris-gpu,64,4,True,3,4
