c0,p0,p1,p2,p3,FOM,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
roibin_blosc.json,30,2,2,2,-0.250718,52.103692293167114,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,12,3,3,3,-0.256975,52.315555810928345,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,40,1,2,4,-0.247343,52.10384178161621,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,13,4,1,3,-0.247908,52.26720118522644,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,47,3,2,4,-0.198573,93.5108654499054,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,58,2,3,2,-0.201896,93.32740187644958,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,25,1,2,3,-0.272325,93.73229432106018,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,7,3,1,2,-0.25424,92.99777269363403,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,4,3,2,1,-0.549411,122.01820921897888,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,9,1,1,4,-0.250613,137.33053016662598,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,12,1,1,3,-0.257085,137.51186871528625,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,21,1,4,3,-0.263611,135.62638211250305,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,10,4,1,2,-0.268832,161.86241722106934,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,10,3,4,1,-0.429493,175.68292450904846,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,9,3,2,1,-0.40793,180.5062472820282,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,7,3,2,1,-0.430576,180.56427931785583,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,5,4,2,1,-0.427647,201.674907207489,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,7,3,3,1,-1.24548,215.5096938610077,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,3,3,2,1,-0.419979,223.47014236450195,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,2,3,2,1,-0.401891,222.28098511695862,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,5,3,2,1,-0.398405,244.49899864196777,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,7,3,4,1,-0.437516,257.0987718105316,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,7,4,3,1,-0.399739,266.16571593284607,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,8,3,3,1,-1.27745,266.0703094005585,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,7,2,3,1,-0.428876,285.58136534690857,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,7,4,4,1,-1.39862,558.967481136322,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,8,3,4,1,-0.41401,567.9139266014099,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,9,3,3,1,-1.3921,309.2580544948578,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,8,2,3,1,-0.455885,319.25584053993225,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,10,3,3,1,-1.20042,334.9763767719269,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,8,1,3,1,-1.24678,345.97190165519714,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,11,3,3,1,-1.25464,362.2465863227844,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,9,4,3,1,-0.476434,372.85873913764954,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,52,3,3,1,-1.28432,389.41595220565796,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,10,4,3,1,-0.476054,674.7046990394592,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,60,3,3,1,-1.40851,409.1718044281006,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,54,3,3,1,-1.46375,424.627290725708,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,59,3,3,1,-1.46555,440.1853406429291,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,56,3,3,1,-1.44954,455.7412369251251,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,57,3,3,1,-1.45661,471.3274233341217,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,58,3,3,1,-1.28294,486.8929297924042,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,57,4,3,1,-0.482984,502.51537346839905,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,55,3,3,1,-1.38886,518.0278451442719,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,56,2,3,1,-0.466388,533.4459848403931,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,55,3,4,1,-0.456233,548.8116884231567,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,53,3,3,1,-1.37765,570.4844408035278,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,58,4,3,1,-0.328408,608.7230055332184,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,60,2,3,1,-0.323078,624.5670416355133,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,50,3,3,1,-1.30967,624.1071176528931,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,53,3,4,1,-0.347316,664.4234850406647,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,51,3,3,1,-1.45483,925.9682033061981,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,48,3,3,1,-1.27201,926.786899805069,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,54,4,3,1,-0.293686,717.9721024036407,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,59,3,4,1,-0.285951,726.1752669811249,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,55,1,3,1,-1.28294,766.6849021911621,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,56,3,3,2,-0.167873,774.1893815994263,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,55,2,3,1,-0.293902,814.118036031723,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,12,3,3,1,-1.34355,821.6054728031158,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,55,4,3,1,-0.292535,1115.9813709259033,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,16,3,3,1,-1.22756,870.0293974876404,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,13,3,3,1,-1.29828,895.8103034496307,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,14,3,3,1,-1.46555,921.8683085441589,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,31,3,3,1,-1.25994,1223.7342941761017,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,15,3,3,1,-1.13971,1011.7910146713257,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,49,3,3,1,-1.12257,1011.2253081798553,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,42,3,3,1,-1.14628,1080.268072128296,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,47,3,3,1,-0.999514,1079.9898943901062,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,17,3,3,1,-1.0968,1157.5992612838745,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,46,3,3,1,-1.23774,1161.527009010315,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,6,3,3,1,-1.29547,1214.7027127742767,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,21,3,3,1,-1.2339,1459.4850914478302,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,18,3,3,1,-1.03145,1266.699206829071,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,3,3,3,1,-1.18142,1320.2138180732727,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,36,3,3,1,-0.859294,1330.2621862888336,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,44,3,3,1,-0.906236,1372.6726644039154,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,4,3,3,1,-1.24031,1622.0863137245178,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,19,3,3,1,-1.25201,1434.706910610199,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,1,3,3,1,-1.39698,1467.3281886577606,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,20,3,3,1,-1.32861,1541.0834143161774,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,25,3,3,1,-0.976631,1576.6249697208405,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,2,3,3,1,-1.07412,1583.5704309940338,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,23,3,3,1,-1.0459,1666.141674041748,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,22,3,3,1,-0.962465,1710.1481628417969,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,5,3,3,1,-0.996179,1718.9655590057373,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,33,3,3,1,-1.0674,1923.9586741924286,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,24,3,3,1,-1.0071,1799.1576948165894,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,14,2,3,1,-0.152622,1841.665578842163,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,32,3,3,1,-0.963241,2020.8383481502533,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,45,3,3,1,-1.33157,1910.090547800064,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,30,3,3,1,-1.20893,1952.8468770980835,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,43,3,3,1,-1.11942,2050.5209958553314,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,28,3,3,1,-1.0819,2225.8564977645874,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,29,3,3,1,-0.972654,2095.4911272525787,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,54,3,3,2,-0.0766735,2168.1764347553253,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,26,3,3,1,-1.0958,2352.3960094451904,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,27,3,3,1,-1.07219,2237.3819818496704,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,51,1,3,1,-0.957834,2308.0884807109833,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,57,3,3,3,-0.0694349,2383.3263351917267,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,11,1,3,1,-0.70095,2398.1886093616486,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,53,1,3,1,-0.759326,2609.9680545330048,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,50,1,3,1,-0.61002,2522.6341149806976,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,57,1,3,1,-0.660265,2554.775600671768,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,6,1,3,1,-0.574793,2570.696794271469,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,52,1,3,1,-0.834092,2695.0777537822723,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,57,3,4,1,-0.111524,2856.6514172554016,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,6,4,4,1,-1.21631,2751.3136184215546,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,1,4,4,1,-0.827733,2796.1991772651672,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,2,4,4,1,-1.09279,2996.955810546875,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,8,4,4,1,-1.02262,2931.9419372081757,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,3,4,4,1,-1.18142,2978.600754261017,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,4,4,4,1,-0.816976,3046.8433911800385,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,9,4,4,1,-0.967141,3233.8278493881226,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,5,4,4,1,-0.842327,3184.4923169612885,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,6,3,4,1,-0.106797,3203.4982481002808,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,12,4,4,1,-1.0279,3250.841652393341,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,2,3,4,1,-0.0984763,3392.287040233612,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,14,4,4,1,-0.9202,3420.2048523426056,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,10,4,4,1,-1.0088,3451.180070877075,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,11,4,4,1,-1.00203,3471.695476293564,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,13,4,4,1,-1.04499,3610.0961186885834,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,15,4,4,1,-0.955535,3641.003918647766,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,57,3,2,1,-0.0983385,3676.4991793632507,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,51,3,3,2,-0.0534823,3694.8816821575165,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,52,4,4,1,-0.698899,3823.866945028305,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,50,4,4,1,-0.830034,3856.5245139598846,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,32,4,4,1,-0.730085,3895.759051322937,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,23,4,4,1,-0.9457,3927.679338693619,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,19,4,4,1,-0.809227,4125.744350671768,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,17,4,4,1,-0.828882,4081.7329907417297,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,16,4,4,1,-0.824875,4115.523651838303,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,60,1,3,1,-1.15514,4141.708746910095,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,54,1,3,1,-0.615998,4303.953120708466,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,56,1,3,1,-1.04499,4342.094762802124,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,55,1,4,1,-0.898735,4354.969206094742,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,59,1,3,1,-0.78374,4373.591750621796,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,58,1,3,1,-0.826588,4605.831428527832,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,56,1,4,1,-0.751207,4570.769554138184,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,60,3,2,1,-0.0934162,4589.832071781158,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,60,1,4,1,-0.738207,4605.720060110092,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,12,1,3,1,-0.814747,4872.651065587997,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,4,1,3,1,-0.76861,4838.699015140533,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,9,1,3,1,-0.976631,4850.929464101791,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,3,1,3,1,-0.904178,4848.258532524109,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,7,1,3,1,-0.866149,5100.35808467865,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,5,1,3,1,-0.990397,5110.84795832634,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,10,1,3,1,-0.660996,5109.937870264053,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,8,1,4,1,-0.86302,5141.769355297089,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,9,1,4,1,-0.79153,5373.36533665657,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,1,1,3,1,-0.546645,5370.918228626251,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,2,1,3,1,-0.896711,5368.975010633469,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,7,1,4,1,-0.815303,5401.0675683021545,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,41,3,3,1,-0.826588,5633.167906999588,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,40,3,3,1,-0.666529,5623.985488414764,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,34,3,3,1,-0.838778,5639.137622833252,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,35,3,3,1,-0.904863,5659.4099061489105,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,39,3,3,1,-1.02437,5925.8655507564545,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,14,4,3,1,-0.0878637,5935.047626018524,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,37,3,3,1,-0.672155,5897.062581062317,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,59,4,4,1,-0.988758,5961.28747010231,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,38,3,3,1,-1.10902,6198.9388036727905,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,60,4,4,1,-0.648084,6205.927063465118,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,58,1,4,1,-0.686448,6236.954330205917,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,57,4,4,1,-0.680969,6241.731178760529,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,56,4,4,1,1.0,6500.860699176788,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,53,4,4,1,-0.809227,6498.858685970306,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,51,4,4,1,1.0,6538.834894895554,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,47,4,4,1,1.0,6543.613384723663,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,49,4,4,1,1.0,6800.771650791168,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,58,4,4,1,1.0,6802.743114948273,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,55,4,4,1,1.0,6840.75222325325,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,40,4,4,1,1.0,6845.503439426422,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,34,4,4,1,1.0,7102.667285919189,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,33,4,4,1,1.0,7104.638426542282,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,29,4,4,1,1.0,7142.671849012375,polaris-gpu,2,64,4,True,5,4
roibin_blosc.json,26,4,4,1,1.0,7147.404762029648,polaris-gpu,2,64,4,True,3,4
roibin_blosc.json,24,4,4,1,1.0,7404.56915974617,polaris-gpu,2,64,4,True,2,4
roibin_blosc.json,22,4,4,1,1.0,7406.534382343292,polaris-gpu,2,64,4,True,4,4
roibin_blosc.json,20,4,4,2,1.0,7444.60302734375,polaris-gpu,2,64,4,True,5,4
