c0,p0,p1,p2,p3,FOM,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
roibin_blosc.json,51,1,4,1,-16.037,1020.6094486713409,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,47,1,4,1,-19.3853,1027.9223477840424,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,23,1,4,1,-14.8241,1034.7733545303345,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,16,1,4,1,-17.8188,1037.2841982841492,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,55,1,4,1,-15.4743,1080.1893107891083,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,48,1,4,1,-15.0775,1089.5560598373413,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,59,1,4,1,-19.3853,1096.3859255313873,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,53,4,4,1,-18.0007,1102.6587872505188,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,60,1,4,1,-18.0007,1140.1699423789978,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,54,1,4,1,-12.7831,1151.9005353450775,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,57,1,4,1,-14.8241,1159.6116774082184,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,60,4,4,1,-13.4661,1166.1005778312683,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,59,4,4,1,-18.5691,1198.7521572113037,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,60,1,3,1,-14.2263,1211.7863175868988,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,58,2,4,1,-8.68998,1222.6197488307953,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,55,4,4,1,-17.1268,1229.6954290866852,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,54,4,4,1,-18.0007,1260.594604730606,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,51,3,4,1,-9.09312,1274.023998260498,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,50,4,4,1,-13.5697,1284.1919493675232,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,49,4,4,1,-15.0775,1292.337059020996,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,52,4,4,1,-25.9421,1322.1825358867645,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,45,4,4,1,-15.4743,1335.5150754451752,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,53,4,3,1,-10.6269,1346.189757823944,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,48,4,4,1,-18.0007,1356.334299325943,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,52,3,4,1,-10.1969,1386.0274486541748,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,43,4,4,1,-15.7506,1401.3601396083832,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,52,4,3,1,-12.166,1411.7696588039398,polaris-gpu,64,64,4,True,5,4
roibin_blosc.json,17,4,4,1,-18.7667,1421.642460346222,polaris-gpu,64,64,4,True,2,4
roibin_blosc.json,15,4,4,1,-14.5791,1446.1228885650635,polaris-gpu,64,64,4,True,3,4
roibin_blosc.json,17,1,4,1,-21.513,1464.643390417099,polaris-gpu,64,64,4,True,4,4
roibin_blosc.json,18,1,4,1,-17.466,1473.6477348804474,polaris-gpu,64,64,4,True,5,4
