p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,512,512, , , , , ,2 4 4,2 4 4,16,cufft,-780.845,5.259690284729004,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder, , , ,-r2c_dir 1,1 8 4,16 2 1,12,cufft,-739.342,5.450785875320435,polaris-gpu,32,64,4,True,3,4
double,256,512,512,-reorder,-a2a,-p2p, ,-r2c_dir 0,4 8 1,4 2 4,12,cufft,-468.923,7.964968681335449,polaris-gpu,32,64,4,True,2,4
double,256,512,512, ,-a2a,-p2p,-slabs,-r2c_dir 2,1 4 8,4 4 2,12,cufft,1.0,304.4940118789673,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-reorder,-a2av,-p2p, ,-r2c_dir 1,1 1 32,2 4 4,2,cufft,1.0,304.6794397830963,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-no-reorder, , , , ,8 2 2,32 1 1,2,cufft,-453.194,309.0012559890747,polaris-gpu,32,64,4,True,4,4
float,256,512,512, ,-a2av, ,-pencils,-r2c_dir 1,1 1 32,1 4 8,2,cufft,1.0,309.6746394634247,polaris-gpu,32,64,4,True,3,4
double,256,512,512,-reorder, , ,-slabs,-r2c_dir 2,1 8 4,2 1 16,12,cufft,1.0,311.81088161468506,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder, , , ,-r2c_dir 1,1 2 16,4 1 8,12,cufft,-802.741,313.2107501029968,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-no-reorder, , , , ,2 4 4,2 16 1,4,cufft,-770.499,315.5191226005554,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder, ,-p2p, , ,2 16 1,16 1 2,12,cufft,-859.132,317.30917167663574,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-no-reorder, , , ,-r2c_dir 1,2 8 2,16 2 1,12,cufft,-689.262,319.66573095321655,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder,-a2a, , , ,32 1 1,1 1 32,4,cufft,-500.669,321.75715041160583,polaris-gpu,32,64,4,True,3,4
double,256,512,512,-no-reorder, , , ,-r2c_dir 1,1 1 32,1 1 32,12,cufft,2.255,325.4852087497711,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-no-reorder, , , , ,2 2 8,8 2 2,12,cufft,-709.121,329.96511220932007,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-no-reorder, , , , ,2 1 16,4 8 1,12,cufft,-1222.54,334.0556015968323,polaris-gpu,32,64,4,True,4,4
float,256,512,512, , , , ,-r2c_dir 2,8 4 1,4 2 4,12,cufft,1.0,610.4555993080139,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-no-reorder, ,-p2p_pl, , ,2 2 8,1 16 2,12,cufft,-1042.37,614.6694633960724,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-no-reorder, ,-p2p_pl, , ,8 4 1,2 8 2,12,cufft,-913.634,618.8776240348816,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-no-reorder, ,-p2p_pl, , ,2 2 8,8 2 2,12,cufft,-1046.65,623.0729019641876,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-no-reorder, ,-p2p,-pencils, ,1 32 1,4 8 1,12,cufft,1.0,623.3149828910828,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder,-a2av,-p2p_pl, , ,8 2 2,4 1 8,12,cufft,-803.835,627.2936975955963,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder, , , ,-r2c_dir 1,16 1 2,16 2 1,12,cufft,1.0,627.4730768203735,polaris-gpu,32,64,4,True,3,4
float,256,512,512, ,-a2a,-p2p_pl, , ,2 2 8,2 8 2,12,cufft,-1101.8,631.5289521217346,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-no-reorder, ,-p2p_pl,-pencils, ,16 1 2,4 1 8,12,cufft,-731.613,634.9487218856812,polaris-gpu,32,64,4,True,2,4
double,256,512,512,-no-reorder, , , , ,1 1 32,2 2 8,12,cufft,1.0,638.0222263336182,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-reorder,-a2av,-p2p_pl, , ,2 2 8,2 4 4,12,cufft,-1158.4,640.3718822002411,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl, , ,2 2 8,1 4 8,12,cufft,-1030.76,643.6936075687408,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder, ,-p2p_pl, , ,2 2 8,8 2 2,16,cufft,-1158.5,646.9247884750366,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl,-pencils, ,2 2 8,2 16 1,12,cufft,-1153.25,650.3057532310486,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-reorder, ,-p2p_pl, , ,2 2 8,2 16 1,16,cufft,-1245.83,652.4850726127625,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-no-reorder,-a2av,-p2p_pl, , ,2 2 8,16 1 2,12,cufft,2.255,652.9842505455017,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder, ,-p2p_pl, , ,2 2 8,1 8 4,16,cufft,-1138.95,656.8239960670471,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl, , ,2 2 8,8 2 2,12,cufft,-1049.32,659.0777616500854,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,2 2 8,4,cufft,-1217.44,661.304486989975,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder,-a2av,-p2p_pl, , ,2 2 8,2 2 8,12,cufft,-1207.54,665.8079357147217,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,4 2 4,4,cufft,-1006.09,670.2098348140717,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,2 16 1,16,cufft,-1230.53,674.4880955219269,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-reorder, ,-p2p_pl, , ,2 2 8,2 4 4,4,cufft,-1156.68,678.7183282375336,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,16 2 1,16,cufft,-1657.01,682.92231798172,polaris-gpu,32,64,4,True,5,4
double,256,512,512,-reorder,-a2a,-p2p_pl, , ,2 2 8,1 2 16,16,cufft,-777.459,687.352171421051,polaris-gpu,32,64,4,True,5,4
float,256,512,512,-no-reorder, ,-p2p_pl, , ,2 2 8,1 1 32,12,cufft,1.0,946.6033158302307,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-reorder, , ,-slabs, ,2 2 8,16 1 2,16,cufft,2.255,950.6624631881714,polaris-gpu,32,64,4,True,3,4
float,256,512,512, , ,-p2p_pl,-slabs, ,2 2 8,8 1 4,12,cufft,1.0,954.3427369594574,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-reorder, ,-p2p, , ,2 2 8,1 32 1,16,cufft,-518.464,955.1630065441132,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-reorder, ,-p2p_pl,-slabs, ,2 2 8,1 16 2,16,cufft,-662.765,958.7853724956512,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 8,2 4 4,16,cufft,-1166.58,963.0882515907288,polaris-gpu,32,64,4,True,4,4
float,256,512,512,-reorder, ,-p2p_pl, , ,1 8 4,16 1 2,16,cufft,1.0,963.2928965091705,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,2 1 16,8,cufft,2.255,966.9366962909698,polaris-gpu,32,64,4,True,3,4
float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,1 4 8,4,cufft,-1112.73,969.6454155445099,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl,-pencils, ,2 2 8,2 4 4,16,cufft,-1064.43,972.9634325504303,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder,-a2a,-p2p_pl,-pencils, ,2 2 8,1 32 1,16,cufft,-680.824,975.5214171409607,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder,-a2av,-p2p_pl,-pencils, ,2 2 8,1 16 2,16,cufft,-1139.37,978.6055631637573,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,2 2 8,1 8 4,16,cufft,-1140.11,980.8781733512878,polaris-gpu,32,64,4,True,2,4
float,256,512,512, ,-a2av,-p2p_pl,-pencils, ,2 2 8,4 2 4,8,cufft,-1097.16,984.2495450973511,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder, ,-p2p_pl,-pencils, ,16 1 2,1 16 2,16,cufft,-726.68,986.6242394447327,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , , ,-pencils, ,2 2 8,8 4 1,16,cufft,-810.143,990.0663614273071,polaris-gpu,32,64,4,True,2,4
double,256,512,512,-reorder, ,-p2p_pl, ,-r2c_dir 2,2 2 8,8 2 2,16,cufft,1.0,991.2868151664734,polaris-gpu,32,64,4,True,5,4
float,256,512,512, , ,-p2p_pl,-pencils, ,2 2 8,1 16 2,16,cufft,-1042.75,994.5761260986328,polaris-gpu,32,64,4,True,2,4
float,256,512,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,2 1 16,16,cufft,-1066.64,997.9978120326996,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,cufft,-1685.2,1000.1664643287659,polaris-gpu,32,64,4,True,2,4
float,256,512,512, ,-a2av,-p2p_pl,-pencils, ,8 2 2,4 8 1,16,cufft,-1127.15,1003.64613032341,polaris-gpu,32,64,4,True,2,4
float,256,512,512, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,2,cufft,-1690.34,1005.8561227321625,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 1,2 2 8,4 8 1,4,cufft,-1436.01,1009.4408507347107,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,cufft,-1666.71,1013.9418303966522,polaris-gpu,32,64,4,True,5,4
float,256,512,512, , ,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,2 1 16,16,cufft,2.255,1014.6134431362152,polaris-gpu,32,64,4,True,2,4
double,256,512,512, , ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,2,cufft,-1186.9,1018.2114250659943,polaris-gpu,32,64,4,True,2,4
float,256,512,512, ,-a2av,-p2p_pl,-slabs, ,2 2 8,4 8 1,12,cufft,-711.413,1020.6689736843109,polaris-gpu,32,64,4,True,2,4
double,256,512,512, , ,-p2p_pl, ,-r2c_dir 0,2 2 8,4 8 1,12,cufft,-1176.27,1022.7864046096802,polaris-gpu,32,64,4,True,2,4
float,256,512,512, , ,-p2p_pl, ,-r2c_dir 1,2 2 8,4 8 1,8,cufft,-1435.38,1025.2377879619598,polaris-gpu,32,64,4,True,2,4
double,256,512,512, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 8,4 8 1,12,cufft,-1178.02,1029.7456214427948,polaris-gpu,32,64,4,True,5,4
