p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1400,1400,1400, , , , , ,8 8 1,8 8 1,8,0.2222222222222222,0.2222222222222222,0.5,cufft,-2102.91,11.647403240203856,polaris-gpu,64,64,4,True,2,4
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 1,16 2 2,4 4 4,8,0.14814814814814814,0.4444444444444444,0.5,cufft,-1646.88,13.3691828250885,polaris-gpu,64,64,4,True,3,4
double,1400,1400,1400,-no-reorder,-a2a, ,-pencils, ,8 8 1,16 4 1,12,0.2222222222222222,0.1111111111111111,0.75,cufft,-244.845,32.017472982406616,polaris-gpu,64,64,4,True,4,4
double,1400,1400,1400,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,4 4 4,32 2 1,2,0.4444444444444444,0.037037037037037035,0.0,cufft,-364.313,23.310834884643555,polaris-gpu,64,64,4,True,5,4
double,1400,1400,1400, ,-a2a, ,-pencils,-r2c_dir 0,4 4 4,4 4 4,12,0.4444444444444444,0.4444444444444444,0.75,cufft,-133.357,60.104740381240845,polaris-gpu,64,64,4,True,2,4
double,1400,1400,1400, , , ,-slabs,-r2c_dir 0,8 8 1,16 2 2,16,0.2222222222222222,0.14814814814814814,1.0,cufft,-779.207,27.846141815185547,polaris-gpu,64,64,4,True,3,4
double,1400,1400,1400, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,32 2 1,4 4 4,2,0.037037037037037035,0.4444444444444444,0.0,cufft,-540.017,40.72191500663757,polaris-gpu,64,64,4,True,5,4
float,1400,1400,1400, , , ,-slabs, ,32 2 1,16 4 1,4,0.037037037037037035,0.1111111111111111,0.25,cufft,-2226.84,37.86799335479736,polaris-gpu,64,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,16 4 1,8 4 2,8,0.1111111111111111,0.25925925925925924,0.5,cufft,-4198.83,40.46836638450623,polaris-gpu,64,64,4,True,4,4
float,1400,1400,1400, , , , , ,16 4 1,16 4 1,2,0.1111111111111111,0.1111111111111111,0.0,cufft,-922.459,51.04723310470581,polaris-gpu,64,64,4,True,3,4
float,1400,1400,1400,-no-reorder, , ,-slabs, ,32 2 1,4 4 4,4,0.037037037037037035,0.4444444444444444,0.25,cufft,-1428.51,51.82941937446594,polaris-gpu,64,64,4,True,4,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,64 1 1,8 8 1,12,0.0,0.2222222222222222,0.75,cufft,-2877.79,50.67554926872253,polaris-gpu,64,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,16 4 1,8 4 2,16,0.1111111111111111,0.25925925925925924,1.0,cufft,-3070.73,59.58208966255188,polaris-gpu,64,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p,-slabs,-r2c_dir 1,16 4 1,8 8 1,8,0.1111111111111111,0.2222222222222222,0.5,cufft,-711.231,66.57011151313782,polaris-gpu,64,64,4,True,4,4
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,64 1 1,8 4 2,8,0.0,0.25925925925925924,0.5,cufft,-3327.2,61.15714883804321,polaris-gpu,64,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,16 4 1,4 4 4,16,0.1111111111111111,0.4444444444444444,1.0,cufft,-3071.16,68.45082187652588,polaris-gpu,64,64,4,True,2,4
float,1400,1400,1400,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,32 2 1,32 2 1,8,0.037037037037037035,0.037037037037037035,0.5,cufft,-4030.18,69.38970446586609,polaris-gpu,64,64,4,True,3,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,32 2 1,8 8 1,8,0.037037037037037035,0.2222222222222222,0.5,cufft,-3080.99,70.989670753479,polaris-gpu,64,64,4,True,5,4
float,1400,1400,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,64 1 1,8 4 2,4,0.0,0.25925925925925924,0.25,cufft,-2716.2,75.7148277759552,polaris-gpu,64,64,4,True,4,4
double,1400,1400,1400,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,16 4 1,4 4 4,8,0.1111111111111111,0.4444444444444444,0.5,cufft,-2286.61,77.89348077774048,polaris-gpu,64,64,4,True,2,4
