p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 0,2 2 1,2 2 1,8,0.2,0.2,0.5,cufft,-163.61,38.84855365753174,polaris-gpu,4,64,4,True,2,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 1,1 2 2,8,0.2,0.8,0.5,cufft,-162.972,38.878559827804565,polaris-gpu,4,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,2 2 1,4 1 1,12,0.2,0.0,0.75,cufft,-86.9599,51.18508982658386,polaris-gpu,4,64,4,True,4,4
double,1024,1024,1024,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,1 2 2,4 1 1,2,0.8,0.0,0.0,cufft,-111.626,46.35032534599304,polaris-gpu,4,64,4,True,5,4
double,1024,1024,1024,-no-reorder,-a2a, ,-pencils,-r2c_dir 0,1 2 2,1 2 2,12,0.8,0.8,0.75,cufft,1.0,100.96567845344543,polaris-gpu,4,64,4,True,2,4
double,1024,1024,1024,-no-reorder, , ,-slabs,-r2c_dir 0,2 2 1,2 2 1,16,0.2,0.2,1.0,cufft,-81.9692,90.0670964717865,polaris-gpu,4,64,4,True,3,4
double,1024,1024,1024,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 1 1,1 2 2,2,0.0,0.8,0.0,cufft,-112.825,91.90589714050292,polaris-gpu,4,64,4,True,5,4
double,1024,1024,1024,-no-reorder, ,-p2p,-pencils,-r2c_dir 1,1 2 2,4 1 1,4,0.8,0.0,0.25,cufft,-97.809,98.34072542190552,polaris-gpu,4,64,4,True,4,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 0,2 2 1,2 2 1,8,0.2,0.2,0.5,cufft,-165.579,127.45661306381226,polaris-gpu,4,64,4,True,3,4
float,1024,1024,1024,-no-reorder, , ,-pencils,-r2c_dir 1,2 2 1,1 2 2,4,0.2,0.8,0.25,cufft,-106.99,136.1746597290039,polaris-gpu,4,64,4,True,5,4
