p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64, , ,-p2p_pl,-slabs, ,0.6114410055025455,0.6304069166531082,8,cufft,-0.589281,5.630786895751953,polaris-gpu,64,4,True,4,4
float,64,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,cufft,-0.639686,5.8808417320251465,polaris-gpu,64,4,True,3,4
float,64, , , , , ,0.5,0.5,16,cufft,-0.508417,6.031490087509155,polaris-gpu,64,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,-4.42362,7.686805486679077,polaris-gpu,64,4,True,3,4
float,64, , , ,-pencils, ,0.9002276710121454,0.7980805768877473,8,cufft,-1.70321,11.365168333053589,polaris-gpu,64,4,True,2,4
double,64,-no-reorder,-a2av,-p2p, ,-r2c_dir 2,0.033888460142575405,0.9804247485424974,2,cufft,-0.152115,13.518497943878174,polaris-gpu,64,4,True,3,4
double,64,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.9844690862862668,0.8566237080824315,4,cufft,-0.89566,14.645889282226562,polaris-gpu,64,4,True,4,4
double,64,-reorder,-a2av, ,-pencils,-r2c_dir 2,0.7528377433546825,0.5674733287599981,8,cufft,-2.12364,14.952365159988403,polaris-gpu,64,4,True,2,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7793438056851082,0.8509267018505753,4,cufft,-1.74819,18.656818151474,polaris-gpu,64,4,True,3,4
float,64,-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,0.8175816449195727,0.9456744987544785,4,cufft,-1.15363,18.957497596740723,polaris-gpu,64,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7009836324634481,0.6887629521886008,2,cufft,-0.251209,23.27244758605957,polaris-gpu,64,4,True,4,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6827361664424714,0.4312421200194335,2,cufft,-0.28342,23.472471475601196,polaris-gpu,64,4,True,3,4
float,64,-reorder, ,-p2p,-pencils,-r2c_dir 0,0.7165027239523264,0.7152201005633315,2,cufft,-1.3947,26.604408740997314,polaris-gpu,64,4,True,2,4
double,64,-reorder, ,-p2p_pl, ,-r2c_dir 2,0.7170573017538611,0.7272126332770118,12,cufft,-0.464505,30.20103359222412,polaris-gpu,64,4,True,4,4
float,64, ,-a2av, ,-pencils,-r2c_dir 2,0.7231132732523882,0.803002599533947,16,cufft,-0.734436,30.600157260894775,polaris-gpu,64,4,True,2,4
double,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.6678888142727902,0.7331907725706486,2,cufft,-2.5377,33.48984909057617,polaris-gpu,64,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6556192948888169,0.7782098627246135,4,cufft,-0.720756,37.04265785217285,polaris-gpu,64,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.7220597371766379,0.9119018122025094,12,cufft,-0.326654,37.43931174278259,polaris-gpu,64,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6662069051699409,0.9452954640836415,12,cufft,-4.44277,40.01759934425354,polaris-gpu,64,4,True,2,4
double,64,-reorder,-a2a,-p2p,-pencils,-r2c_dir 2,0.6907544601057282,0.7343872490559776,12,cufft,-0.453162,44.27664613723755,polaris-gpu,64,4,True,4,4
float,64, ,-a2a, ,-pencils,-r2c_dir 1,0.6751916660447401,0.7435215667576205,12,cufft,2.255,44.577216148376465,polaris-gpu,64,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.6680483682576821,0.983719913986192,12,cufft,-2.55639,47.36072874069214,polaris-gpu,64,4,True,2,4
float,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6630700196558559,0.6048191190633464,12,cufft,-1.71337,51.089009284973145,polaris-gpu,64,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.6660872739901004,0.7692575554011116,12,cufft,-0.463855,51.53914928436279,polaris-gpu,64,4,True,3,4
float,64,-reorder,-a2av,-p2p,-slabs, ,0.6716781869601106,0.9278154849812613,12,cufft,-1.94274,54.51591968536377,polaris-gpu,64,4,True,2,4
float,64, ,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.8955047575957854,0.9296462348358514,12,cufft,-1.74173,57.87048387527466,polaris-gpu,64,4,True,4,4
float,64, ,-a2av,-p2p,-pencils,-r2c_dir 2,0.6655299329695796,0.983334157858199,12,cufft,-0.668811,58.32110095024109,polaris-gpu,64,4,True,2,4
float,64,-reorder, , ,-slabs,-r2c_dir 1,0.6682503725516142,0.9439414233139056,2,cufft,-1.21657,59.93552541732788,polaris-gpu,64,4,True,5,4
