p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,8 4 2,16 2 2,12,0.2592592592592592,0.1481481481481481,0.75,cufft,-4.26184,8.517982482910156,polaris-gpu,64,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 2,4 4 4,32 2 1,12,0.4444444444444444,0.037037037037037,0.75,cufft,-3.41994,8.42358136177063,polaris-gpu,64,64,4,True,3,4
double,64,64,64,-no-reorder,-a2av, ,-pencils,-r2c_dir 2,8 4 2,8 4 2,12,0.2592592592592592,0.2592592592592592,0.75,cufft,-5.92081,8.209800004959106,polaris-gpu,64,64,4,True,4,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,4 4 4,16 4 1,12,0.4444444444444444,0.1111111111111111,0.75,cufft,-3.35336,8.519901275634766,polaris-gpu,64,64,4,True,5,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,16 4 1,16 2 2,12,0.1111111111111111,0.1481481481481481,0.75,cufft,-3.19382,11.647204399108888,polaris-gpu,64,64,4,True,2,4
double,64,64,64,-no-reorder,-a2a, ,-pencils,-r2c_dir 2,4 4 4,64 1 1,12,0.4444444444444444,0.0,0.75,cufft,-3.74022,14.692195653915403,polaris-gpu,64,64,4,True,2,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,8 4 2,8 4 2,12,0.2592592592592592,0.2592592592592592,0.75,cufft,-7.18756,14.48463773727417,polaris-gpu,64,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p,-pencils,-r2c_dir 2,8 4 2,8 4 2,12,0.2592592592592592,0.2592592592592592,0.75,cufft,-5.03809,14.488253355026243,polaris-gpu,64,64,4,True,4,4
float,64,64,64,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,8 4 2,8 4 2,12,0.2592592592592592,0.2592592592592592,0.75,cufft,-5.08789,15.970290184020996,polaris-gpu,64,64,4,True,5,4
double,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,64 1 1,4 4 4,12,0.0,0.4444444444444444,0.75,cufft,-1.67412,18.05653429031372,polaris-gpu,64,64,4,True,2,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,8 4 2,16 2 2,12,0.2592592592592592,0.1481481481481481,0.75,cufft,-7.13781,20.110700607299805,polaris-gpu,64,64,4,True,2,4
float,64,64,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,8 4 2,16 2 2,12,0.2592592592592592,0.1481481481481481,0.75,cufft,-7.3094,20.161544799804688,polaris-gpu,64,64,4,True,3,4
double,64,64,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,8 4 2,8 4 2,12,0.2592592592592592,0.2592592592592592,0.75,cufft,-7.27974,22.28947901725769,polaris-gpu,64,64,4,True,2,4
