p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1024, , , , , ,256 64 1,256 64 1,4,0.17647058823529413,0.17647058823529413,1.0,fftw,1.0,315.82305693626404,theta-knl,16384,256,64,False,2,1
float,1024,-no-reorder, , , ,-r2c_dir 1,256 64 1,64 64 4,2,0.17647058823529413,0.31932773109243695,0.0,fftw,1.0,617.6175544261932,theta-knl,16384,256,64,False,2,1
double,1024,-no-reorder,-a2a, ,-pencils, ,256 32 2,1024 8 2,4,0.18487394957983194,0.09243697478991597,1.0,fftw,1.0,919.396234035492,theta-knl,16384,256,64,False,2,1
double,1024,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,64 64 4,2048 4 2,2,0.31932773109243695,0.058823529411764705,0.0,fftw,1.0,1222.208872795105,theta-knl,16384,256,64,False,2,1
double,1024, , , ,-slabs,-r2c_dir 0,256 16 4,256 64 1,4,0.19327731092436976,0.17647058823529413,1.0,fftw,-173.512,1343.8464848995209,theta-knl,16384,256,64,False,2,1
double,1024,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,512 16 2,128 32 4,4,0.13445378151260504,0.25210084033613445,1.0,fftw,1.0,1647.1049253940582,theta-knl,16384,256,64,False,2,1
double,1024,-no-reorder, , ,-pencils,-r2c_dir 1,128 32 4,128 64 2,2,0.25210084033613445,0.24369747899159663,0.0,fftw,1.0,1950.2025656700127,theta-knl,16384,256,64,False,2,1
double,1024,-reorder, ,-p2p, ,-r2c_dir 0,32 32 16,4096 4 1,4,0.4117647058823529,0.025210084033613446,1.0,fftw,1.0,2253.337103128433,theta-knl,16384,256,64,False,2,1
double,1024, ,-a2a, ,-slabs,-r2c_dir 0,128 128 1,512 16 2,4,0.23529411764705882,0.13445378151260504,1.0,fftw,1.0,2556.4776842594147,theta-knl,16384,256,64,False,2,1
float,1024, , ,-p2p,-slabs,-r2c_dir 2,256 16 4,128 16 8,4,0.19327731092436976,0.2605042016806723,1.0,fftw,-33.5416,2851.5485305786133,theta-knl,16384,256,64,False,2,1
float,1024, , , ,-slabs,-r2c_dir 0,256 32 2,128 128 1,4,0.18487394957983194,0.23529411764705882,1.0,fftw,-338.486,2948.6460213661194,theta-knl,16384,256,64,False,2,1
float,1024, ,-a2av, ,-slabs,-r2c_dir 0,512 8 4,256 8 8,4,0.14285714285714285,0.20168067226890757,1.0,fftw,-315.219,3227.897684812546,theta-knl,16384,256,64,False,2,1
float,1024, ,-a2av,-p2p,-pencils,-r2c_dir 0,2048 4 2,128 128 1,4,0.058823529411764705,0.23529411764705882,1.0,fftw,1.0,3531.130532264709,theta-knl,16384,256,64,False,2,1
float,1024, ,-a2a, ,-slabs,-r2c_dir 0,1024 4 4,128 128 1,4,0.10084033613445378,0.23529411764705882,1.0,fftw,-68.2014,3737.4809160232544,theta-knl,16384,256,64,False,2,1
