p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,p7_float,p8_float,p9_float,libE_id,libE_workers
float,1400,1400,1400, , , , , ,256 1 1,256 1 1,16,cufft,-2447.09,10.465914964675903,polaris-gpu,256,64,4,True,0.0,0.0,1.0,2,1
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 1,256 1 1,256 1 1,4,cufft,-3016.0,19.04796266555786,polaris-gpu,256,64,4,True,0.0,0.0,0.25,2,1
float,1400,1400,1400,-reorder,-a2av,-p2p,-slabs,-r2c_dir 2,256 1 1,256 1 1,2,cufft,-435.895,39.721330881118774,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
float,1400,1400,1400,-no-reorder,-a2av, , ,-r2c_dir 1,256 1 1,256 1 1,4,cufft,-2964.32,48.94021701812744,polaris-gpu,256,64,4,True,0.0,0.0,0.25,2,1
double,1400,1400,1400,-reorder,-a2a, ,-slabs,-r2c_dir 1,256 1 1,256 1 1,8,cufft,-2881.83,57.92254996299744,polaris-gpu,256,64,4,True,0.0,0.0,0.5,2,1
double,1400,1400,1400,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,256 1 1,256 1 1,12,cufft,-3330.87,65.2004063129425,polaris-gpu,256,64,4,True,0.0,0.0,0.75,2,1
float,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,16,cufft,-3410.74,72.35315489768982,polaris-gpu,256,64,4,True,0.0,0.0,1.0,2,1
double,1400,1400,1400,-no-reorder,-a2a, , ,-r2c_dir 1,256 1 1,256 1 1,4,cufft,-2347.38,81.70657849311829,polaris-gpu,256,64,4,True,0.0,0.0,0.25,2,1
float,1400,1400,1400,-no-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,256 1 1,256 1 1,2,cufft,-245.105,114.8486840724945,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
double,1400,1400,1400,-no-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,256 1 1,256 1 1,4,cufft,-2928.94,122.23404121398926,polaris-gpu,256,64,4,True,0.0,0.0,0.25,2,1
double,1400,1400,1400,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 1,256 1 1,256 1 1,16,cufft,-2951.23,129.58183073997498,polaris-gpu,256,64,4,True,0.0,0.0,1.0,2,1
double,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,16,cufft,-2895.55,137.03448510169983,polaris-gpu,256,64,4,True,0.0,0.0,1.0,2,1
double,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,8,cufft,-2992.43,144.3510434627533,polaris-gpu,256,64,4,True,0.0,0.0,0.5,2,1
float,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,2,cufft,-3358.05,151.52566480636597,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
float,1400,1400,1400,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,256 1 1,256 1 1,2,cufft,-2841.02,158.97762751579285,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
float,1400,1400,1400,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,2,cufft,-3356.3,166.07168459892273,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,2,cufft,-3363.11,173.23665595054626,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
float,1400,1400,1400,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,256 1 1,256 1 1,8,cufft,-2962.3,180.5438358783722,polaris-gpu,256,64,4,True,0.0,0.0,0.5,2,1
float,1400,1400,1400, , ,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,2,cufft,-3362.28,187.70790553092957,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
float,1400,1400,1400,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,256 1 1,256 1 1,2,cufft,-4096.67,194.57616472244263,polaris-gpu,256,64,4,True,0.0,0.0,0.0,2,1
