p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64,64,64,-reorder,-a2a,-p2p,-pencils,-r2c_dir 0,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-21.6912,7.256328105926514,polaris-gpu,8,64,4,True,2,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 2,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-13.7327,7.26052713394165,polaris-gpu,8,64,4,True,3,4
float,64,64,64,-no-reorder, ,-p2p,-pencils,-r2c_dir 2,2 2 2,2 2 2,12,0.4444444444444444,0.4444444444444444,0.75,cufft,-15.8435,7.264998197555542,polaris-gpu,8,64,4,True,4,4
double,64,64,64,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-11.0018,7.223583221435547,polaris-gpu,8,64,4,True,5,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-20.2472,10.37182331085205,polaris-gpu,8,64,4,True,2,4
double,64,64,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-14.6202,13.29863739013672,polaris-gpu,8,64,4,True,2,4
double,64,64,64,-reorder, ,-p2p_pl,-slabs,-r2c_dir 1,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-10.6873,13.346158981323242,polaris-gpu,8,64,4,True,3,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-21.4219,13.352937698364258,polaris-gpu,8,64,4,True,4,4
float,64,64,64,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-22.2763,14.813312530517578,polaris-gpu,8,64,4,True,5,4
float,64,64,64,-no-reorder,-a2a, ,-pencils,-r2c_dir 1,2 2 2,2 2 2,2,0.4444444444444444,0.4444444444444444,0.0,cufft,-24.3285,16.46246576309204,polaris-gpu,8,64,4,True,2,4
