p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,1400,1400,1400, , , , , ,2 2 1,2 2 1,8,0.2,0.2,0.5,cufft,-171.302,97.10959386825562,polaris-gpu,4,64,4,True,2,4
float,1400,1400,1400,-no-reorder, , , ,-r2c_dir 1,2 2 1,1 2 2,8,0.2,0.8,0.5,cufft,-164.182,97.98139548301695,polaris-gpu,4,64,4,True,3,4
double,1400,1400,1400,-no-reorder,-a2a, ,-pencils, ,2 2 1,4 1 1,12,0.2,0.0,0.75,cufft,2.143,67.01720905303955,polaris-gpu,4,64,4,True,4,4
double,1400,1400,1400,-reorder,-a2a,-p2p,-slabs,-r2c_dir 0,1 2 2,4 1 1,2,0.8,0.0,0.0,cufft,2.143,68.88106298446655,polaris-gpu,4,64,4,True,5,4
double,1400,1400,1400, ,-a2a, ,-pencils,-r2c_dir 0,1 2 2,1 2 2,12,0.8,0.8,0.75,cufft,2.143,128.73238730430603,polaris-gpu,4,64,4,True,4,4
double,1400,1400,1400, , , ,-slabs,-r2c_dir 0,2 2 1,2 2 1,16,0.2,0.2,1.0,cufft,2.143,131.7053680419922,polaris-gpu,4,64,4,True,5,4
double,1400,1400,1400, , ,-p2p,-slabs, ,4 1 1,2 2 1,2,0.0,0.2,0.0,cufft,2.143,161.6164140701294,polaris-gpu,4,64,4,True,2,4
double,1400,1400,1400,-reorder, ,-p2p, , ,2 2 1,2 2 1,2,0.2,0.2,0.0,cufft,2.143,162.71736693382263,polaris-gpu,4,64,4,True,3,4
float,1400,1400,1400,-no-reorder, ,-p2p_pl, ,-r2c_dir 1,2 2 1,2 2 1,8,0.2,0.2,0.5,cufft,-288.249,209.4619624614716,polaris-gpu,4,64,4,True,4,4
float,1400,1400,1400,-no-reorder, , , , ,4 1 1,1 2 2,8,0.0,0.8,0.5,cufft,-132.627,233.9441287517548,polaris-gpu,4,64,4,True,5,4
