p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,512, , , , , ,0.5,0.5,4,fftw,-181.829,17.677820205688477,theta-knl,256,64,False,2,4
float,512, , , ,-slabs, ,0.3942641647470445,0.4123544328653027,4,fftw,-146.1,19.17716670036316,theta-knl,256,64,False,5,4
float,512,-no-reorder, , , ,-r2c_dir 1,0.49575040214351573,0.8193757852967771,4,fftw,-68.8711,24.756608486175537,theta-knl,256,64,False,3,4
double,512,-no-reorder,-a2av, ,-slabs,-r2c_dir 0,0.43313052912173944,0.6204066026833723,4,fftw,-68.1172,24.938672304153442,theta-knl,256,64,False,4,4
float,512, ,-a2av,-p2p,-pencils, ,0.20930063126317533,0.8881811432401187,2,fftw,-87.0166,30.7620530128479,theta-knl,256,64,False,2,4
double,512,-no-reorder,-a2av, ,-pencils,-r2c_dir 1,0.8607548168005809,0.03942365384175728,2,fftw,-121.597,32.17699885368347,theta-knl,256,64,False,5,4
double,512,-no-reorder, ,-p2p, ,-r2c_dir 0,0.4553348908058934,0.9526663138537921,4,fftw,-65.4352,41.647937059402466,theta-knl,256,64,False,3,4
float,512, , ,-p2p_pl,-pencils, ,0.913276381157598,0.033131262110711934,2,fftw,-94.1766,41.78887915611267,theta-knl,256,64,False,4,4
float,512,-reorder,-a2av, ,-slabs, ,0.6993832006561529,0.47377266116880046,4,fftw,-139.199,45.0791449546814,theta-knl,256,64,False,5,4
float,512, , , ,-pencils, ,0.5756773440220482,0.4869411441106769,4,fftw,-208.23,53.78700375556946,theta-knl,256,64,False,2,4
float,512, , , , , ,0.2919440070505973,0.3326873740889711,4,fftw,-159.654,60.024348735809326,theta-knl,256,64,False,4,4
double,512, ,-a2a,-p2p, , ,0.4981579626815138,0.14358087851599077,4,fftw,-80.6643,60.72379279136658,theta-knl,256,64,False,3,4
