c0,p0,p1,p2,p3,FOM,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
roibin_blosc.json,30,2,2,2,-15.6806,35.29105591773987,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,12,3,3,3,-17.5529,35.29152250289917,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,40,1,2,4,-117.604,49.918086767196655,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,13,4,1,3,-39.8659,49.81776738166809,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,47,3,2,4,-39.8659,60.72786998748779,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,40,2,3,3,-138.358,61.05760669708252,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,36,4,2,3,-39.8659,71.04178404808044,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,49,1,1,1,-147.005,71.44219779968262,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,53,2,2,1,-78.4029,81.91664743423462,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,43,1,4,1,-147.005,82.28531432151794,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,56,1,4,3,-37.3347,92.75560140609741,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,43,1,3,1,-112.004,113.2014217376709,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,44,1,2,1,2.255,141.07131099700928,polaris-gpu,256,64,4,True,2,2
roibin_blosc.json,42,1,4,1,-102.265,116.26892328262329,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,42,1,3,1,-112.004,119.3907413482666,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,40,1,4,1,-106.913,122.41222810745239,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,43,1,1,1,-84.0031,125.47230434417725,polaris-gpu,256,64,4,True,3,2
roibin_blosc.json,40,1,3,3,-69.179,128.60045337677002,polaris-gpu,256,64,4,True,3,2
