p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,p7_float,p8_float,p9_float,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64,64,64,-reorder,-a2a,-p2p,-slabs,-r2c_dir 2,2 2 1,2 2 1,12,0.2,0.2,0.75,cufft,-29.539,7.207108497619629,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 1,2 2 1,12,0.2,0.2,0.75,cufft,-37.0661,7.20756721496582,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-49.3157,7.19300103187561,polaris-gpu,4,64,4,True,4,4
float,64,64,64,-reorder, , ,-pencils, ,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-41.0576,7.232464790344238,polaris-gpu,4,64,4,True,5,4
float,64,64,64,-reorder,-a2av,-p2p_pl, ,-r2c_dir 0,2 2 1,1 2 2,12,0.2,0.8,0.75,cufft,-41.438,10.26949143409729,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2a,-p2p, ,-r2c_dir 0,4 1 1,2 2 1,12,0.0,0.2,0.75,cufft,-30.6919,13.250744819641112,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2a,-p2p_pl,-slabs,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-31.7851,13.243306159973145,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder,-a2a, ,-pencils,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-49.1818,13.248207569122314,polaris-gpu,4,64,4,True,4,4
float,64,64,64,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-41.1372,14.734477281570436,polaris-gpu,4,64,4,True,5,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,1 2 2,1 2 2,12,0.8,0.8,0.75,cufft,-38.9147,16.298916578292847,polaris-gpu,4,64,4,True,2,4
double,64,64,64,-reorder,-a2av, ,-pencils,-r2c_dir 0,2 2 1,2 2 1,12,0.2,0.2,0.75,cufft,-21.3098,18.54420280456543,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-47.7923,18.54711532592773,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder,-a2a, , ,-r2c_dir 2,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-39.1581,20.783775568008423,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,2 2 1,1 2 2,12,0.2,0.8,0.75,cufft,-38.2982,20.78581023216248,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-51.4479,23.02698493003845,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p_pl,-pencils, ,1 2 2,1 2 2,12,0.8,0.8,0.75,cufft,-37.4803,23.08082318305969,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder,-a2av, ,-pencils,-r2c_dir 1,1 2 2,4 1 1,12,0.8,0.0,0.75,cufft,-27.5617,25.277661085128784,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p, ,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-48.8561,25.28001093864441,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,1 2 2,1 2 2,12,0.8,0.8,0.75,cufft,-35.4668,27.528621435165405,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av, ,-pencils,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-40.2591,27.52993893623352,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder, , , ,-r2c_dir 0,1 2 2,4 1 1,12,0.8,0.0,0.75,cufft,-36.8385,29.81730580329895,polaris-gpu,4,64,4,True,2,4
float,64,64,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-48.4476,29.78610324859619,polaris-gpu,4,64,4,True,3,4
float,64,64,64,-reorder, ,-p2p,-pencils,-r2c_dir 0,1 2 2,2 2 1,12,0.8,0.2,0.75,cufft,-50.167,32.027735233306885,polaris-gpu,4,64,4,True,2,4
