p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,64, ,-a2a,-p2p_pl,-slabs, ,0.49900984861417486,0.2794136535792422,2,cufft,-3.63653,7.280201435089111,polaris-gpu,4,4,True,5,4
float,64, , , , , ,0.5,0.5,16,cufft,-4.53644,7.429964780807495,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7173464711372233,0.9313765993266238,12,cufft,-38.4647,8.5747549533844,polaris-gpu,4,4,True,2,4
float,64, , , ,-pencils, ,0.9002276710121454,0.7980805768877473,8,cufft,-18.7886,11.668742656707764,polaris-gpu,4,4,True,4,4
double,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7848345640221458,0.37364990283001664,2,cufft,-14.5865,11.7682466506958,polaris-gpu,4,4,True,2,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils, ,0.7700050469958748,0.9422049609287283,12,cufft,-28.0808,13.892292499542236,polaris-gpu,4,4,True,2,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.9994866820336951,0.9416965559074014,2,cufft,-16.4571,17.075953245162964,polaris-gpu,4,4,True,3,4
float,64,-reorder,-a2av, ,-pencils,-r2c_dir 1,0.7088378603290748,0.9223890788634491,12,cufft,-19.2762,17.47611951828003,polaris-gpu,4,4,True,2,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.8730874979829051,0.9449435821632617,12,cufft,-24.2105,19.332926511764526,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2a,-p2p_pl,-pencils, ,0.7185719023930356,0.9108559438297418,12,cufft,-20.6053,22.54370093345642,polaris-gpu,4,4,True,3,4
float,64,-no-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.7121436859734487,0.9610830292471529,12,cufft,-8.43125,22.89512538909912,polaris-gpu,4,4,True,2,4
float,64,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,0.7734469468071171,0.9355628365827,12,cufft,-34.2019,24.8920738697052,polaris-gpu,4,4,True,2,4
double,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,0.7199511556927295,0.9316964805615476,12,cufft,-7.15026,28.173784017562866,polaris-gpu,4,4,True,4,4
double,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.6171373748731342,0.9322085481212514,16,cufft,-6.79697,28.223814725875854,polaris-gpu,4,4,True,2,4
float,64,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,0.7657160020187016,0.8792233199702821,12,cufft,-34.2494,30.515246391296387,polaris-gpu,4,4,True,2,4
float,64, , ,-p2p_pl, ,-r2c_dir 0,0.8056293696832346,0.9311055826113506,4,cufft,-7.38346,33.79107213020325,polaris-gpu,4,4,True,2,4
float,64,-no-reorder,-a2a,-p2p_pl, ,-r2c_dir 2,0.7747748890310445,0.9925572164872992,12,cufft,-7.45659,34.04158806800842,polaris-gpu,4,4,True,3,4
double,64, , ,-p2p_pl, ,-r2c_dir 2,0.76607962299972,0.258325160589735,12,cufft,-19.1458,36.16356873512268,polaris-gpu,4,4,True,2,4
double,64,-no-reorder, ,-p2p_pl, ,-r2c_dir 2,0.7654374121842362,0.36871003468408214,2,cufft,-19.4298,39.561861515045166,polaris-gpu,4,4,True,4,4
float,64,-no-reorder, , , ,-r2c_dir 2,0.7708289852298488,0.1437498756745924,12,cufft,-12.1936,39.913208961486816,polaris-gpu,4,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7601704160949861,0.8392647944741783,12,cufft,-34.0298,42.023802280426025,polaris-gpu,4,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl, , ,0.7722621492581133,0.9793386549806702,12,cufft,-21.887,45.36662793159485,polaris-gpu,4,4,True,2,4
float,64,-no-reorder, , , ,-r2c_dir 2,0.7559831672261194,0.9015936229464684,8,cufft,-8.9389,45.71876502037048,polaris-gpu,4,4,True,3,4
float,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.7590845930046344,0.8276242590293178,12,cufft,-34.1377,47.75007343292236,polaris-gpu,4,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7591635009292451,0.9149213149624983,12,cufft,-16.1804,51.140737533569336,polaris-gpu,4,4,True,4,4
float,64,-no-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.7347881428547298,0.7994093382858244,12,cufft,-9.81715,51.44204378128052,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.7174577613470297,0.6605208940350402,12,cufft,-40.3851,53.55486869812012,polaris-gpu,4,4,True,2,4
float,64,-no-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.7635335082827027,0.9060386870872514,12,cufft,-14.6639,56.96806287765503,polaris-gpu,4,4,True,4,4
double,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7364937308164077,0.04744431718467135,12,cufft,-4.64037,57.2691912651062,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7146018452199479,0.1753354223181175,8,cufft,-31.495,59.31975531578064,polaris-gpu,4,4,True,2,4
float,64,-reorder, , ,-slabs,-r2c_dir 2,0.7272813227201111,0.4610584448995857,12,cufft,-6.22204,62.90747785568237,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p,-slabs,-r2c_dir 2,0.71820442273523,0.5897949656994842,2,cufft,-6.06955,63.00811433792114,polaris-gpu,4,4,True,3,4
float,64,-reorder, ,-p2p_pl,-pencils, ,0.7139110580694996,0.2582530647748996,12,cufft,-36.2002,65.37567782402039,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.7173354856864653,0.44179281442762985,16,cufft,-6.59692,68.84860396385193,polaris-gpu,4,4,True,3,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.6692070117670339,0.7146038562369901,16,cufft,-7.94955,69.14957523345947,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,0.7238336982214244,0.5945166578201545,12,cufft,-50.6445,71.27769041061401,polaris-gpu,4,4,True,2,4
float,64,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.7373126422790945,0.5115565585552896,12,cufft,-7.41769,74.86636805534363,polaris-gpu,4,4,True,4,4
double,64,-reorder,-a2av,-p2p_pl, ,-r2c_dir 2,0.7157961653411261,0.23227162274357815,12,cufft,-5.05848,74.96685147285461,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.7025617404864034,0.5756704159356946,12,cufft,-40.3099,77.37086129188538,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.7218981883345129,0.5644298538939889,12,cufft,-29.6093,80.86119174957275,polaris-gpu,4,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 0,0.7323223881954952,0.5736259014697582,12,cufft,-16.3766,80.96151494979858,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.4823374844076507,0.5846316110762674,12,cufft,-36.9202,83.39160633087158,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl, , ,0.729387751532939,0.6002299299782637,12,cufft,-10.2397,86.95274615287781,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p,-pencils,-r2c_dir 1,0.6377926103917033,0.5959877030761804,12,cufft,-25.6985,87.3026397228241,polaris-gpu,4,4,True,3,4
float,64,-reorder, ,-p2p_pl,-slabs,-r2c_dir 2,0.710285425213731,0.5776587031175043,2,cufft,-32.0368,89.4652009010315,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.7552469376216175,0.5894028089495114,12,cufft,-30.3651,93.08833432197571,polaris-gpu,4,4,True,4,4
float,64,-reorder, , , ,-r2c_dir 2,0.4270964994907074,0.5895319282789503,12,cufft,-27.4805,93.43944048881531,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7344640375002953,0.5950047087395526,12,cufft,-39.7002,95.60852932929993,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,0.7431621634447458,0.601512632181495,12,cufft,-27.4256,99.28041219711304,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 2,0.7099414313769215,0.6052793189325472,12,cufft,-25.0368,99.68096709251404,polaris-gpu,4,4,True,3,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 2,0.9636348033344173,0.611160248544244,12,cufft,-40.3479,101.82792448997498,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p,-pencils,-r2c_dir 2,0.7169705346332746,0.6470233395624708,12,cufft,-22.7114,105.53749108314514,polaris-gpu,4,4,True,3,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 2,0.6216866141038646,0.4978271292795067,12,cufft,-23.3673,105.88778138160706,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av, ,-pencils,-r2c_dir 0,0.7333653285394235,0.5954806426774923,8,cufft,-18.9696,109.30356192588806,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,0.9135542067390158,0.5928416351035449,12,cufft,-10.5757,111.6333110332489,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p_pl,-pencils,-r2c_dir 0,0.9652108187467566,0.6380117224994041,12,cufft,-18.7077,114.00221562385559,polaris-gpu,4,4,True,2,4
float,64,-reorder, ,-p2p_pl, ,-r2c_dir 2,0.7137407375755603,0.0010424515515535804,12,cufft,-6.82398,116.30654215812683,polaris-gpu,4,4,True,2,4
float,64,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 2,0.7239531316002289,0.3091722426246206,12,cufft,-24.7209,118.84553813934326,polaris-gpu,4,4,True,2,4
