p0,p1x,p1y,p1z,p2,p3,p4,p5,p6,p7,p8,p9,c0,FLOPS,elapsed_sec,machine_identifier,mpi_ranks,threads_per_node,ranks_per_node,gpu_enabled,libE_id,libE_workers
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,4,cufft,-705.054,1036.604721069336,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 2 4,12,cufft,-597.714,1040.7225642204285,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,16 1 1,12,cufft,-524.883,1044.9523484706879,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,16 1 1,12,cufft,-574.775,1049.0796587467194,polaris-gpu,16,64,4,True,4,4
float,256,256,512, ,-a2av,-p2p_pl,-pencils, ,8 2 1,4 4 1,12,cufft,-590.415,1053.241200685501,polaris-gpu,16,64,4,True,4,4
float,256,256,512, ,-a2av,-p2p_pl,-pencils, ,8 2 1,4 2 2,12,cufft,-491.554,1057.439228773117,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,16,cufft,-654.801,1061.5701355934143,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,12,cufft,-680.704,1065.6760878562927,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,16,cufft,-667.751,1069.7571301460266,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,12,cufft,-659.965,1073.8709254264832,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,16,cufft,-675.724,1077.9094443321228,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,2 4 2,16,cufft,-597.414,1082.0248622894287,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,12,cufft,-670.77,1086.0965065956116,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,12,cufft,-660.244,1090.1982719898224,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils, ,8 2 1,4 4 1,2,cufft,-658.165,1094.3043687343597,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder, ,-p2p_pl,-pencils, ,8 2 1,4 4 1,12,cufft,-662.942,1098.4058921337128,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p,-pencils,-r2c_dir 1,8 2 1,2 8 1,12,cufft,-514.407,1102.536220550537,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils, ,8 2 1,2 8 1,12,cufft,-626.16,1106.7003645896912,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 1 8,8,cufft,-600.311,1110.8506383895874,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,2,cufft,-633.923,1115.166160583496,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,4,cufft,-711.928,1119.248328447342,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-no-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,12,cufft,-626.195,1123.4245162010193,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,2 1 8,12,cufft,-612.982,1127.5898854732513,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 2 2,8,cufft,-617.137,1131.6912353038788,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 2 2,12,cufft,-619.805,1135.7466440200806,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-no-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 4 2,12,cufft,-590.128,1139.665783882141,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 2 1,2 8 1,12,cufft,-687.246,1141.7252714633942,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 1 8,2,cufft,-605.216,1143.8810431957245,polaris-gpu,16,64,4,True,4,4
float,256,256,512, ,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 4 1,12,cufft,-610.121,1145.9665579795837,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 4 1,8,cufft,-663.944,1148.0474219322205,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-slabs,-r2c_dir 1,8 2 1,2 8 1,8,cufft,-437.166,1150.277465581894,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,1 8 2,12,cufft,2.255,1151.9373941421509,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils, ,8 2 1,1 4 4,4,cufft,-554.812,1154.4439885616302,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 1 8,16,cufft,-594.782,1156.5147285461426,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,16 1 1,8,cufft,-578.826,1158.6436212062836,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,8 2 1,4,cufft,-605.325,1160.7638919353485,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 0,8 2 1,4 4 1,12,cufft,-643.333,1163.8844470977783,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils, ,8 2 1,4 4 1,16,cufft,-659.518,1163.8729012012482,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 2 4,16,cufft,-603.841,1165.9028379917145,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,1 16 1,12,cufft,-559.657,1169.160679101944,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 2 1,4 4 1,12,cufft,-656.716,1169.1795644760132,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder, ,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,16 1 1,12,cufft,-564.708,1171.1721079349518,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,16 1 1,16,cufft,-568.118,1174.528826713562,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,2 8 1,2,cufft,-701.144,1174.5108737945557,polaris-gpu,16,64,4,True,4,4
float,256,256,512,-reorder,-a2a,-p2p_pl, ,-r2c_dir 1,8 2 1,4 4 1,2,cufft,-667.92,1176.481965303421,polaris-gpu,16,64,4,True,5,4
float,256,256,512,-reorder,-a2a,-p2p_pl,-pencils,-r2c_dir 0,8 2 1,4 2 2,12,cufft,-548.019,1178.6256232261658,polaris-gpu,16,64,4,True,3,4
float,256,256,512,-reorder,-a2av,-p2p_pl,-pencils,-r2c_dir 1,8 2 1,4 2 2,12,cufft,-613.918,1181.830836057663,polaris-gpu,16,64,4,True,3,4
